"no","number","id","context","sentence","intentionality","factivity","pictoriality","intentionality_z","factivity_z","pictoriality_z","sense","posterior_max"
130,138,"HA4","W_fict_prose","  good looks, never seemed quite real to her. She found it difficult to imagine him getting something for supper.' FRYING TONIGHT. ROCK SALMON- SKATE PLAICE.",6,2,5.5,0.560379479742608,-0.986534040809118,1.35941295994698,2,0.999999985416216
131,141,"A56","W_newsp_brdsht_nat_editorial","  , all at the same time. According to Lech Walesa, one can also imagine people exploding in sheer desperation -- tomorrow. Faced with this unprecedented, unique and",6,3,5,0.560379479742608,-0.377194301479682,1.07905144350902,2,0.999999977581648
132,142,"B1X","W_fict_prose","  down by the side of the church, heading south towards Pimlico, trying to imagine how it had been on that September day all those years ago. The Dragoons",6.5,5,5,0.869389710203231,0.841485177179189,1.07905144350902,2,0.999999999533417
133,143,"JXU","W_fict_prose","  too annoyed with Peter to want to prolong the call.' When do you imagine you'll get back?' she asked, tight-lipped.' As soon as",2,2,1,-1.91170236394237,-0.986534040809118,-1.16384068799467,1,1
134,144,"CFR","W_advert","  you advice on how to choose a carpet with a carefree, long life. Imagine dreaming in a beautifully carved bed of rich cherry wood. Its glowing looks have",6.5,2,7,0.869389710203231,-0.986534040809118,2.20049750926087,2,0.999999999975005
135,145,"C9H","W_pop_lore","  playing at. Does that ring any bells?' Yeah, but you can imagine the problems that Gus would have at that time, and I could see why",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
136,146,"A3P","W_newsp_brdsht_nat_misc","  . I'd seen the Himalayas in the autumn, so I was able to imagine them. On my previous visit, at dawn, the range had floated eerily",7,6.5,7,1.17839994066385,1.75549478617334,2.20049750926087,2,0.999999999998798
137,147,"J17","W_fict_prose","  a gesture which the tape-recorder won't pick up, but which suggests, I imagine, impatience with pedantic nitpicking. All right -- you might be mistaken. Is",2,5.5,2.5,-1.91170236394237,1.14615504684391,-0.322756138680788,1,1
138,148,"H8S","W_fict_prose","  respectability, but it did make him seem less of a stranger. She could imagine herself mentioning it to her mother --' Oh, yes, Mum; that",6.5,2,4.5,0.869389710203231,-0.986534040809118,0.798689927071058,2,0.999999998948089
139,149,"CDA","W_fict_prose","  currents up in the stratosphere which can move at anything up to 300 mph. Imagine a craft slipping in to one of those in excess of Mach 5 and it",6.5,2.5,5.5,0.869389710203231,-0.6818641711444,1.35941295994698,2,0.999999999659875
140,150,"FPT","W_fict_prose","  often played in an old boat on the river.' Today, let's imagine that I'm a prisoner and I'm escaping from prison by boat,'",6.5,1,6.5,0.869389710203231,-1.59587378013855,1.9201359928229,2,0.999999999931135
141,151,"A0M","W_misc","  , that is the ability to generate tremendous power from a very short action. Imagine that you have thrown an unsuccessful roundhouse kick to the opponent's head, and",6.5,1.5,7,0.869389710203231,-1.29120391047384,2.20049750926087,2,0.999999999974595
143,153,"AS3","W_misc","  with one toe on a ledge the size of a pebble. As you might imagine, this takes some time and is also completely mental. So on gaining the",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
144,154,"HP6","W_misc","  must you?). # Life with Holmes # Puppy Love # You can imagine the eager anticipation I felt when following the death of our much loved 16 year",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
145,155,"H7F","W_fict_prose","  weeks before you can claim Unemployment Benefit. If you are eligible, which I imagine you will be, you may claim Supplementary Benefit during the interim. "" """,2,4,1,-1.91170236394237,0.232145437849754,-1.16384068799467,1,1
146,156,"JXU","W_fict_prose","  , if you want to get rid of me, you can't begin to imagine how much I want to be rid of you! I want you and everything",6.5,6.5,2,0.869389710203231,1.75549478617334,-0.60311765511875,2,0.999999998880111
147,158,"EVA","W_non_ac_soc_science","  us, it seems commonplace and obvious that we should be able to think, imagine, perceive and remember in the ways that we do, and we tend to",6,4,1,0.560379479742608,0.232145437849754,-1.16384068799467,2,0.999999981220603
148,159,"KCT","S_conv","  Yep. (SP:PS0FR) And he picked up four people on his, on that, imagine your the bus driver. (SP:PS0FP) Yeah. (SP:PS0FR) A man went to Edinburgh (SP:PS0FP)",6.5,1.5,5,0.869389710203231,-1.29120391047384,1.07905144350902,2,0.999999999356634
149,160,"AN7","W_fict_prose","  , as John had put it, in her courting days. She couldn't imagine it, Laura had never seemed the sizzling type. But then did you ever",6.5,4.5,4.5,0.869389710203231,0.536815307514471,0.798689927071058,2,0.999999999145637
150,162,"HHV","W_hansard","  when he tabled this question. Even with his fancifulness, it is hard to imagine the civil service employing anyone who is not either a man or a woman.",6,2.5,1.5,0.560379479742608,-0.6818641711444,-0.883479171556711,2,0.99999996478653
151,163,"H8B","W_fict_prose","  .' Think before they answer your questions, do they?' He could imagine the unfamiliarity of such an approach to a policeman used to witnesses who worked on",6,6,2.5,0.560379479742608,1.45082491650862,-0.322756138680788,2,0.999999970157704
152,164,"JY9","W_fict_prose","  stock and barrel, so now the parque aqutico will be their baby. I imagine they'll be keen to start work as soon as possible in the hope of",2.5,5.5,3,-1.60269213348175,1.14615504684391,-0.0423946222428265,1,1
153,165,"G4X","S_meeting","  (unclear) (SP:PS271) Well I mean she No I don't know no. But I imagine it'll all be people on that list who were involved in training, I",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
154,166,"KC2","S_conv","  ? (SP:PS09T) Oh yeah, the largest (SP:KC2PSUNK) (unclear) (SP:PS09T) camp in Europe I should imagine. (SP:PS0A0) Is it? (SP:PS09T) There's one in America, Belgium, French",1.5,5,3.5,-2.220712594403,0.841485177179189,0.237966894195135,1,1
155,167,"AE7","W_non_ac_nat_science","  descendant. This shuffling around of genes greatly complicates the analysis of evolution. Thus imagine that the living world was really as imagined in Figure 1. Then the criteria",6.5,1.5,5,0.869389710203231,-1.29120391047384,1.07905144350902,2,0.999999999356634
156,168,"BM5","W_pop_lore","  and Renaults made in the same factory? In the long term, I can imagine using the same factories if we use the same platform and fit many of the",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
157,169,"HHB","W_fict_prose","  she must make a move to release herself from his embrace -- otherwise he'd imagine she was actually waiting to be kissed. And as they continued along the path",3,3,5,-1.29368190302113,-0.377194301479682,1.07905144350902,1,0.999999999999982
158,170,"AEA","W_fict_prose","  Mn had a history! Would it have an independent future? Elisabeth could not imagine it changing much. It would be good to live here permanently, at the",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
159,171,"CM4","W_fict_prose","  askance at Meh'Lindi. Did he detect the heat-profile of an Assassin? Did he imagine he had already been judged and condemned? Lesser lords would be only too eager",3,3,2,-1.29368190302113,-0.377194301479682,-0.60311765511875,1,0.999999999999937
160,172,"AE0","W_fict_prose","  not be resting. It was time for her afternoon appointment. I didn't imagine Surkov's misfortune would entirely spoil her amorous pleasure. For myself, I lay",2,2.5,2.5,-1.91170236394237,-0.6818641711444,-0.322756138680788,1,1
161,173,"ADG","W_non_ac_soc_science","  's their problem, if they can't keep their eyes on the road. Imagine if you walked down a street and said to a man,' Hey,",6.5,2,5.5,0.869389710203231,-0.986534040809118,1.35941295994698,2,0.999999999653357
163,179,"K79","S_speech_unscripted","  contest er the Vietcong on the ground. Well that failed (pause) as you would imagine it to fail if you take the civil war in Vietnam as being in effect",5.5,6,2.5,0.251369249281986,1.45082491650862,-0.322756138680788,2,0.999997640585023
164,180,"GVP","W_fict_prose","  isn't it?' said Jack, frowning. Melissa shrugged.' I imagine his very own murder enquiry is every newly promoted police inspector's dream.'",2,5,2.5,-1.91170236394237,0.841485177179189,-0.322756138680788,1,1
165,182,"H84","W_fict_prose","  her last letter, Aahmes had spoken of a new marriage. Huy tried to imagine her going through the simple ceremony with someone else, and could not. What",7,3,5,1.17839994066385,-0.377194301479682,1.07905144350902,2,0.999999999936763
166,183,"A73","W_fict_prose","  explaining how to get dental treatment on the National Health Service. You couldn't imagine anyone sitting here with a handkerchief pressed to a swollen jaw. The walls were",6,2.5,6.5,0.560379479742608,-0.6818641711444,1.9201359928229,2,0.999999997013316
167,184,"H89","W_misc","  king. We were just like your Sean Connery.' Somehow I couldn't imagine Chaman and her household taking on Goldfinger or seducing Ursula Andress, but I let",6,1.5,3,0.560379479742608,-1.29120391047384,-0.0423946222428265,2,0.999999930594548
168,185,"CH6","W_newsp_tabloid","  thing. But then again, very few people do.' As you can imagine, it is a pretty filling meal.' He seemed to enjoy it.",5.5,5.5,2.5,0.251369249281986,1.14615504684391,-0.322756138680788,2,0.999997142789824
169,186,"AT3","W_misc","  springs were flattened. Mick and Paddy were careful drivers and it was hard to imagine what further precautions they could take to prevent the even weaker rims from shearing again",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
171,188,"G1M","W_fict_prose","  ' Legion?'' Indescribable.'' Nice one!'' But imagine, if you are able, watching small creatures floating on the surface of a",6.5,2.5,7,0.869389710203231,-0.6818641711444,2.20049750926087,2,0.999999999975789
172,189,"FSC","W_fict_prose","  How women who don't have professions manage to keep themselves sane I can not imagine!'' You could never give up the law, could you?'",6.5,3.5,3,0.869389710203231,-0.0725244318149641,-0.0423946222428265,2,0.999999997962217
173,190,"AR0","W_non_ac_soc_science","  century' are directly due to railway speed; that is, we can scarcely imagine the possibility of their development in the absence of railways. These phenomena included'",6,3.5,2,0.560379479742608,-0.0725244318149641,-0.60311765511875,2,0.999999956193602
174,191,"FEU","W_misc","  may have had even in locating a book on the shelves in your room, imagine what a formidable task it is to arrange hundreds of thousands of books in a",6,5.5,3,0.560379479742608,1.14615504684391,-0.0423946222428265,2,0.999999963698038
175,192,"CEC","W_fict_prose","  very sorry about this Spidex business, Rober'. More sorry than you might imagine. When you and Chantal arrived at that accommodation agency I had just been talking",3.5,5,1.5,-0.984671672560506,0.841485177179189,-0.883479171556711,1,0.999999972050486
177,195,"K3J","W_newsp_other_social","  . I could listen to them all day long.' #' I can imagine how people at home feel now.' # Princess and the pooch # PRINCESS",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
178,196,"CDK","W_misc","  but effective way of honing in on the most meaningful elements of your life. Imagine that you only have five years left to live. Write down a list of",6.5,2,2,0.869389710203231,-0.986534040809118,-0.60311765511875,2,0.999999998222444
179,197,"CCT","W_commerce","  credit affects the general pattern of credit use. Also, how potential credit users imagine that granters will behave -- not necessarily the same thing as how they actually will",3.5,2.5,2,-0.984671672560506,-0.6818641711444,-0.60311765511875,1,0.999999996580693
